date,time,open,high,low,close,volumn
20200629,2200,11394,11398,11363,11378,2585
20200629,2300,11378,11417,11376,11403,3078
20200630,0000,11403,11414,11397,11404,1025
20200630,0100,11404,11424,11404,11416,1041
20200630,0200,11416,11437,11416,11429,741
20200630,0300,11428,11433,11425,11428,328
20200630,0400,11428,11444,11418,11444,695
20200630,0500,11444,11449,11442,11448,908
20200630,0945,11448,11477,11430,11441,13962
20200630,1045,11442,11447,11412,11428,9606
20200630,1145,11427,11456,11425,11454,4118
20200630,1245,11454,11468,11451,11465,3795
20200630,1345,11464,11502,11464,11469,10513
20200630,1600,11454,11464,11448,11460,2302
20200630,1700,11460,11463,11431,11436,1902
20200630,1800,11435,11453,11427,11453,1205
20200630,1900,11452,11457,11445,11447,744
20200630,2000,11446,11462,11443,11453,858
20200630,2100,11454,11455,11438,11444,864
20200630,2200,11445,11455,11439,11452,1874
20200630,2300,11452,11470,11447,11467,2103
20200701,0000,11466,11475,11458,11461,1410
20200701,0100,11462,11472,11443,11446,1206
20200701,0200,11445,11445,11415,11433,1756
20200701,0300,11432,11440,11426,11435,505
20200701,0400,11435,11466,11422,11459,1139
20200701,0500,11458,11486,11454,11482,1128
20200701,0945,11482,11586,11472,11582,21338
20200701,1045,11583,11593,11566,11582,6399
20200701,1145,11582,11620,11579,11613,5820
20200701,1245,11613,11623,11601,11606,4191
20200701,1345,11606,11607,11538,11546,13471
20200701,1600,11559,11591,11558,11582,2479
20200701,1700,11581,11588,11576,11583,726
20200701,1800,11582,11592,11564,11566,1202
20200701,1900,11566,11579,11545,11553,1681
20200701,2000,11553,11553,11516,11536,2922
20200701,2100,11537,11573,11531,11570,2330
20200701,2200,11571,11595,11566,11573,4242
20200701,2300,11573,11592,11570,11580,2213
20200702,0000,11580,11585,11564,11582,1318
20200702,0100,11583,11599,11577,11585,1211
20200702,0200,11584,11593,11580,11584,438
20200702,0300,11584,11591,11579,11585,339
20200702,0400,11585,11608,11583,11591,849
20200702,0500,11589,11589,11576,11582,609
20200702,0945,11582,11664,11566,11657,19644
20200702,1045,11658,11692,11656,11674,9829
20200702,1145,11675,11693,11667,11672,4224
20200702,1245,11673,11710,11668,11704,4057
20200702,1345,11704,11712,11681,11695,8158
20200702,1600,11729,11765,11724,11762,3884
20200702,1700,11761,11785,11760,11770,2262
20200702,1800,11770,11773,11760,11768,1201
20200702,1900,11768,11770,11749,11768,1230
20200702,2000,11768,11774,11765,11769,543
20200702,2100,11769,11791,11759,11789,2260
20200702,2200,11790,11826,11785,11824,3520
20200702,2300,11824,11837,11774,11783,5040
20200703,0000,11783,11806,11770,11800,2290
20200703,0100,11800,11812,11792,11812,765
20200703,0200,11811,11822,11808,11814,855
20200703,0300,11814,11817,11801,11811,497
20200703,0400,11811,11813,11782,11791,903
20200703,0500,11791,11797,11780,11785,745
